ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
29,Vascular endothelial growth factor receptor 1,FLT1,31432.0,X51602,P17948,VGFR1_HUMAN,1FLT; 1QSV; 1QSZ; 1QTY; 1RV6; 2XAC; 3HNG; 4CKV; 4CL7; 5ABD; 5EX3; 5T89,FLT1,FLT1,HGNC:3763,Humans,DB00398; DB01268; DB04879; DB05075; DB05332; DB05896; DB05913; DB05932; DB06080; DB06101; DB06436; DB06589; DB06626; DB07288; DB07664; DB07959; DB08009; DB08875; DB08896; DB09078; DB09079; DB09221; DB10770; DB11679; DB11741; DB11800; DB11845; DB12010; DB12639; DB15106; DB15685; DB18155
33,Insulin receptor,INSR,307070.0,M10051,P06213,INSR_HUMAN,1GAG; 1I44; 1IR3; 1IRK; 1P14; 1RQQ; 2AUH; 2B4S; 2HR7; 2MFR; 2Z8C; 3BU3; 3BU5; 3BU6; 3EKK; 3EKN; 3ETA; 3W11; 3W12; 3W13; 4IBM; 4OGA; 4XLV; 4XSS; 4XST; 4ZXB; 5E1S; 5HHW; 5J3H; 5KQV; 5U1M; 6HN4; 6HN5; 6PXV; 6PXW; 6SOF; 6VEP; 6VEQ; 7BW7; 7BW8; 7BWA; 7KD6; 7MQO; 7MQR; 7MQS; 7PG0; 7PG2; 7PG3; 7PG4; 7PHT; 7QID; 7S0Q; 7S8V; 7U6D; 7U6E; 7YQ3; 7YQ4; 7YQ5; 7YQ6; 8DWN; 8GUY; 8U4B; 8U4C; 8U4E; 8VJB; 8VJC; 8X06; 8X2M; 8XJS; 8XK1; 8XKM; 8XKR,INSR,INSR,HGNC:6091,Humans,DB00030; DB00046; DB00047; DB00071; DB01277; DB01306; DB01307; DB01309; DB03909; DB05056; DB05115; DB05120; DB06075; DB06156; DB08513; DB09129; DB09456; DB09564; DB11564; DB11567; DB11568; DB11721; DB12010; DB12267; DB12518; DB14751; DB15399; DB16028; DB16637; DB16693
43,Endothelin receptor type B,EDNRB,182276.0,M74921,P24530,EDNRB_HUMAN,5GLH; 5GLI; 5X93; 5XPR; 6IGK; 6IGL; 6LRY; 8HBD; 8HCX; 8IY5; 8IY6; 8XGR; 8XVE; 8XVH; 8XWP; 8XWQ; 8ZRT,EDNRB,EDNRB,HGNC:3180,Humans,DB00559; DB06138; DB06199; DB06268; DB06403; DB06460; DB06558; DB08932; DB15059; DB17410; DB17984; DB20151
45,Muscarinic acetylcholine receptor M3,CHRM3,32324.0,X15266,P20309,ACM3_HUMAN,2CSA; 8E9W; 8E9Y; 8E9Z; 8EA0,CHRM3,CHRM3,HGNC:1952,Humans,DB00185; DB00193; DB00202; DB00209; DB00246; DB00280; DB00332; DB00334; DB00342; DB00363; DB00376; DB00383; DB00387; DB00408; DB00411; DB00424; DB00434; DB00458; DB00462; DB00477; DB00496; DB00502; DB00505; DB00517; DB00572; DB00599; DB00622; DB00725; DB00747; DB00767; DB00804; DB00809; DB00835; DB00934; DB00940; DB00986; DB01019; DB01036; DB01062; DB01069; DB01085; DB01142; DB01151; DB01224; DB01226; DB01231; DB01238; DB01239; DB01337; DB01338; DB01403; DB01409; DB01591; DB01625; DB03128; DB04365; DB04843; DB05752; DB06153; DB06702; DB06709; DB06787; DB08897; DB09076; DB09089; DB09167; DB09185; DB09262; DB09300; DB11181; DB11235; DB11315; DB12278; DB13262; DB13581; DB13720; DB13793; DB14185; DB15357; DB18810; DB19325; DB19967; DB21404
49,High affinity immunoglobulin epsilon receptor subunit gamma,FCER1G,182488.0,M33195,P30273,FCERG_HUMAN,7Q5T; 8YVU; 8YWA,FCER1G,FCER1G,HGNC:3611,Humans,DB00043; DB00895; DB15236
55,Glycine receptor subunit beta,GLRB,992687.0,U33267,P48167,GLRB_HUMAN,5BKF; 5BKG; 7KUY; 7L31; 8DN2; 8DN3; 8DN4; 8DN5,GLRB,GLRB,HGNC:4329,Humans,DB00145; DB00431; DB01956; DB05417; DB06741; DB06743; DB06745; DB06746; DB06747; DB11582; DB15954
61,Cannabinoid receptor 1,CNR1,29915.0,X54937,P21554,CNR1_HUMAN,1LVQ; 1LVR; 2B0Y; 2KOE; 2MZ2; 2MZ3; 2MZA; 5TGZ; 5U09; 5XR8; 5XRA; 6KPG; 6KQI; 6N4B; 7FEE; 7V3Z; 7WV9; 8GAG; 8GHV; 8IKG; 8IKH; 8K8J; 8WRZ; 8WU1; 9B54; 9B65; 9B9Y; 9B9Z; 9BA0; 9ERX,CNR1,CNR1,HGNC:2159,Humans,DB00470; DB00486; DB01083; DB02955; DB05077; DB05201; DB05750; DB06155; DB06624; DB09061; DB09288; DB11745; DB11755; DB12649; DB13070; DB13119; DB13495; DB13950; DB14009; DB14011; DB14737; DB16495; DB18908; DB21051
62,Type-1 angiotensin II receptor,AGTR1,179122.0,M91464,P30556,AGTR1_HUMAN,4YAY; 4ZUD; 6DO1; 6OS0; 6OS1; 6OS2,AGTR1,AGTR1,HGNC:336,Humans,DB00177; DB00275; DB00678; DB00796; DB00876; DB00966; DB01029; DB01342; DB01347; DB01349; DB05739; DB06763; DB08822; DB09279; DB11842; DB12199; DB12548; DB13919; DB20100; DB20140; DB20229; DB20355
71,Peroxisome proliferator-activated receptor alpha,PPARA,307341.0,L02932,Q07869,PPARA_HUMAN,1I7G; 1K7L; 1KKQ; 2NPA; 2P54; 2REW; 2ZNN; 3ET1; 3FEI; 3G8I; 3KDT; 3KDU; 3SP6; 3VI8; 4BCR; 4CI4; 5AZT; 5HYK; 6KAX; 6KAY; 6KAZ; 6KB0; 6KB1; 6KB2; 6KB3; 6KB4; 6KB5; 6KB6; 6KB7; 6KB8; 6KB9; 6KBA; 6KXX; 6KXY; 6KYP; 6L36; 6L37; 6L38; 6L96; 6LX4; 6LX5; 6LX6; 6LX7; 6LX8; 6LX9; 6LXA; 6LXB; 6LXC; 7BPY; 7BPZ; 7BQ0; 7BQ1; 7BQ2; 7BQ3; 7BQ4; 7C6Q; 7E5F; 7E5G; 7E5H; 7E5I; 8HUK; 8HUN; 8HUQ; 8RCE,PPARA,PPARA,HGNC:9232,Humans,DB00132; DB00159; DB00197; DB00313; DB00328; DB00573; DB00636; DB01039; DB01050; DB01118; DB01241; DB01393; DB01708; DB01890; DB02266; DB02709; DB02746; DB03017; DB03193; DB03756; DB03796; DB04224; DB04519; DB04557; DB04971; DB05187; DB05416; DB06510; DB06521; DB06533; DB06536; DB07215; DB07724; DB08231; DB08915; DB09006; DB09064; DB09198; DB09213; DB09422; DB11133; DB11605; DB12007; DB12511; DB12662; DB12961; DB12988; DB13873; DB13961; DB14801; DB15212; DB16027; DB16332; DB16495; DB17939; DB19023; DB19312; DB20300; DB20556; DB20909
75,Growth hormone receptor,GHR,31738.0,X06562,P10912,GHR_HUMAN,1A22; 1AXI; 1HWG; 1HWH; 1KF9; 2AEW; 3HHR; 5OEK; 5OHD; 6I5J; 6I5N,GHR,GHR,HGNC:4263,Humans,DB00052; DB00082; DB06388; DB09098; DB14960; DB15093; DB16220; DB18238
78,Retinoic acid receptor RXR-beta,RXRB,30448.0,X63522,P28702,RXRB_HUMAN,1H9U; 1UHL; 5HJP; 5I4V; 5KYA; 5KYJ; 7A78,RXRB,RXRB,HGNC:10478,Humans,DB00210; DB00307; DB00459; DB00523; DB00755; DB00799; DB00926; DB01393; DB01941; DB02746; DB03756; DB07080; DB07929; DB08175
84,5-hydroxytryptamine receptor 4,HTR4,2661757.0,Y12505,Q13639,5HT4R_HUMAN,5EM9; 7XT8; 7XT9; 7XTA,HTR4,HTR4,HGNC:5299,Humans,DB00320; DB00604; DB00904; DB01079; DB01233; DB04873; DB04917; DB05542; DB05905; DB06422; DB06480; DB08810; DB08839; DB11675; DB12675; DB12702; DB12725; DB12798; DB12853; DB20267; DB20324; DB20532; DB20737; DB21114
92,Muscarinic acetylcholine receptor M1,CHRM1,34451.0,X52068,P11229,ACM1_HUMAN,5CXV; 6OIJ; 6WJC; 6ZFZ; 6ZG4; 6ZG9,CHRM1,CHRM1,HGNC:1950,Humans,DB00185; DB00193; DB00209; DB00219; DB00245; DB00246; DB00280; DB00332; DB00334; DB00340; DB00342; DB00354; DB00363; DB00376; DB00383; DB00387; DB00392; DB00408; DB00411; DB00420; DB00424; DB00434; DB00458; DB00462; DB00477; DB00483; DB00496; DB00505; DB00508; DB00517; DB00543; DB00572; DB00622; DB00670; DB00725; DB00747; DB00767; DB00771; DB00782; DB00804; DB00805; DB00809; DB00810; DB00835; DB00875; DB00907; DB00934; DB00940; DB00942; DB00979; DB00986; DB01019; DB01036; DB01062; DB01069; DB01085; DB01142; DB01148; DB01151; DB01175; DB01224; DB01231; DB01233; DB01238; DB01239; DB01403; DB01409; DB01591; DB01618; DB02010; DB03128; DB04365; DB04843; DB05152; DB05592; DB05752; DB05766; DB06153; DB06421; DB06702; DB06709; DB06787; DB07425; DB08897; DB09076; DB09089; DB09128; DB09167; DB09185; DB09262; DB11156; DB11181; DB11235; DB11504; DB12278; DB13262; DB13581; DB13720; DB13820; DB14185; DB15357; DB16911; DB18954; DB19508; DB19967; DB20049; DB21101
95,Cannabinoid receptor 2,CNR2,407807.0,X74328,P34972,CNR2_HUMAN,2KI9; 5ZTY; 6KPC; 6KPF; 6PT0; 8GUQ; 8GUR; 8GUS; 8GUT; 8X3L,CNR2,CNR2,HGNC:2160,Humans,DB00470; DB00486; DB02955; DB06202; DB09061; DB11755; DB11903; DB13119; DB13950; DB14009; DB14011; DB14043; DB14998; DB16321; DB16854; DB20045; DB21051; DB21587
112,Histamine H2 receptor,HRH2,184088.0,M64799,P25021,HRH2_HUMAN,7UL3; 8POK; 8YN3; 8YN4; 8YUT,HRH2,HRH2,HGNC:5183,Humans,DB00272; DB00321; DB00408; DB00434; DB00501; DB00585; DB00751; DB00768; DB00797; DB00863; DB00927; DB00940; DB00972; DB01069; DB01142; DB01238; DB05369; DB05381; DB06216; DB08805; DB08806; DB09185; DB12884; DB13760; DB19970; DB20379; DB20406; DB20648; DB21220
123,Estrogen receptor,ESR1,31234.0,X03635,P03372,ESR1_HUMAN,1A52; 1ERE; 1ERR; 1G50; 1GWQ; 1GWR; 1HCP; 1HCQ; 1L2I; 1PCG; 1QKT; 1QKU; 1R5K; 1SJ0; 1UOM; 1X7E; 1X7R; 1XP1; 1XP6; 1XP9; 1XPC; 1XQC; 1YIM; 1YIN; 1ZKY; 2AYR; 2B1V; 2B1Z; 2B23; 2BJ4; 2FAI; 2G44; 2G5O; 2I0J; 2IOG; 2IOK; 2JF9; 2JFA; 2LLO; 2LLQ; 2OCF; 2OUZ; 2P15; 2POG; 2Q6J; 2Q70; 2QA6; 2QA8; 2QAB; 2QE4; 2QGT; 2QGW; 2QH6; 2QR9; 2QSE; 2QXM; 2QXS; 2QZO; 2R6W; 2R6Y; 2YAT; 2YJA; 3CBM; 3CBO; 3CBP; 3DT3; 3ERD; 3ERT; 3HLV; 3HM1; 3L03; 3OS8; 3OS9; 3OSA; 3Q95; 3UU7; 3UUA; 3UUC; 3UUD; 4AA6; 4DMA; 4IU7; 4IUI; 4IV2; 4IV4; 4IVW; 4IVY; 4IW6; 4IW8; 4IWC; 4IWF; 4JC3; 4JDD; 4MG5; 4MG6; 4MG7; 4MG8; 4MG9; 4MGA; 4MGB; 4MGC; 4MGD; 4O6F; 4PP6; 4PPP; 4PPS; 4PXM; 4Q13; 4Q50; 4TUZ; 4TV1; 4XI3; 4ZN7; 4ZN9; 4ZNH; 4ZNS; 4ZNT; 4ZNU; 4ZNV; 4ZNW; 5AAU; 5AAV; 5ACC; 5AK2; 5DI7; 5DID; 5DIE; 5DIG; 5DK9; 5DKB; 5DKE; 5DKG; 5DKS; 5DL4; 5DLR; 5DMC; 5DMF; 5DP0; 5DRJ; 5DRM; 5DTV; 5DU5; 5DUE; 5DUG; 5DUH; 5DVS; 5DVV; 5DWE; 5DWG; 5DWI; 5DWJ; 5DX3; 5DXB; 5DXE; 5DXG; 5DXK; 5DXM; 5DXP; 5DXQ; 5DXR; 5DY8; 5DYB; 5DYD; 5DZ0; 5DZ1; 5DZ3; 5DZH; 5DZI; 5E0W; 5E0X; 5E14; 5E15; 5E19; 5E1C; 5EGV; 5EHJ; 5EI1; 5EIT; 5FQP; 5FQR; 5FQS; 5FQT; 5FQV; 5GS4; 5GTR; 5HYR; 5JMM; 5KCC; 5KCD; 5KCE; 5KCF; 5KCT; 5KCU; 5KCW; 5KD9; 5KR9; 5KRA; 5KRC; 5KRF; 5KRH; 5KRI; 5KRJ; 5KRK; 5KRL; 5KRM; 5KRO; 5N10; 5T0X; 5T1Z; 5T92; 5T97; 5TLD; 5TLF; 5TLG; 5TLL; 5TLM; 5TLO; 5TLP; 5TLT; 5TLU; 5TLV; 5TLX; 5TLY; 5TM1; 5TM2; 5TM3; 5TM4; 5TM5; 5TM6; 5TM7; 5TM8; 5TM9; 5TML; 5TMM; 5TMO; 5TMQ; 5TMR; 5TMS; 5TMT; 5TMU; 5TMV; 5TMW; 5TMZ; 5TN1; 5TN3; 5TN4; 5TN5; 5TN6; 5TN7; 5TN8; 5TN9; 5TNB; 5U2B; 5U2D; 5UFW; 5UFX; 5W9C; 5W9D; 5WGD; 5WGQ; 6B0F; 6C42; 6CBZ; 6CHW; 6CHZ; 6CZN; 6D0F; 6DF6; 6DFN; 6HHP; 6HKB; 6HKF; 6HMU; 6IAR; 6OWC; 6PET; 6PFM; 6PIT; 6PSJ; 6SBO; 6SQ0; 6SUO; 6TJM; 6TL3; 6V87; 6V8T; 6VGH; 6VJD; 6VPF; 6WOK; 6ZOQ; 6ZOR; 6ZOS; 7B9M; 7B9R; 7B9T; 7BA3; 7BA5; 7BA6; 7BA7; 7BA8; 7BA9; 7BAA; 7BAB; 7JHD; 7KBS; 7MSA; 7N9O; 7NDO; 7NEL; 7NFB; 7NFW; 7NIZ; 7OPW; 7OQ7; 7OQ8; 7PWT; 7PWZ; 7QVJ; 7QVL; 7R62; 7RKE; 7RNM; 7RRX; 7RRY; 7RRZ; 7RS0; 7RS1; 7RS2; 7RS3; 7RS4; 7RS7; 7RS8; 7RS9; 7SFO; 7T2X; 7TE7; 7UJ7; 7UJ8; 7UJC; 7UJF; 7UJM; 7UJO; 7UJW; 7UJY; 7WNV; 7Y8F; 7Y8G; 7YMK; 8AFN; 8AI0; 8ALR; 8ALT; 8ALV; 8ALW; 8AM7; 8ANF; 8AOY; 8APS; 8AQ1; 8AQC; 8AQE; 8AQZ; 8AR4; 8AR5; 8ARG; 8ARO; 8ARQ; 8ARR; 8ARW; 8ARX; 8ARY; 8ARZ; 8AS1; 8AT9; 8ATP; 8AU2; 8AUS; 8AUY; 8AV3; 8AV4; 8AV7; 8AV8; 8AWG; 8AXE; 8AXU; 8AZE; 8B39; 8BWJ; 8BWX; 8BWZ; 8BX0; 8BX3; 8BX4; 8BXI; 8BXM; 8BXN; 8BXO; 8BXQ; 8BXS; 8BY9; 8BYB; 8BYC; 8BYD; 8BYE; 8BYF; 8BYG; 8BYO; 8BYY; 8BYZ; 8BZ0; 8BZ9; 8BZA; 8BZB; 8BZC; 8BZD; 8BZE; 8BZF; 8BZG; 8BZH; 8BZT; 8BZW; 8C04; 8C0K; 8C0L; 8C42; 8C4F; 8C4G; 8DU6; 8DU8; 8DU9; 8DUB; 8DUC; 8DUD; 8DUG; 8DUH; 8DUI; 8DUK; 8DUS; 8DV5; 8DV7; 8DV8; 8DVB; 8EV1; 8EV2; 8VYT; 8VYX; 8VZ0; 8VZ1; 8VZP; 8VZQ; 8W03; 8W07; 9BPX; 9BQE; 9BU1,ESR1,ESR1,HGNC:3467,Humans,DB00255; DB00269; DB00286; DB00304; DB00367; DB00396; DB00431; DB00481; DB00539; DB00603; DB00624; DB00648; DB00655; DB00675; DB00756; DB00783; DB00823; DB00841; DB00882; DB00890; DB00947; DB00957; DB00977; DB01065; DB01108; DB01183; DB01185; DB01196; DB01357; DB01406; DB01428; DB01431; DB01524; DB01593; DB01645; DB01708; DB01878; DB02187; DB02615; DB02709; DB02715; DB02746; DB02757; DB02901; DB03467; DB03742; DB03802; DB03860; DB04216; DB04468; DB04471; DB04573; DB04574; DB04575; DB04813; DB04824; DB04930; DB04938; DB05233; DB05414; DB05487; DB05662; DB05882; DB05966; DB06202; DB06249; DB06374; DB06401; DB06710; DB06732; DB06735; DB06871; DB06898; DB06927; DB07009; DB07032; DB07086; DB07087; DB07119; DB07195; DB07567; DB07638; DB07678; DB07707; DB07708; DB07712; DB07931; DB07932; DB07933; DB07991; DB08020; DB08047; DB08048; DB08320; DB08398; DB08576; DB08595; DB08737; DB08773; DB09070; DB09086; DB09317; DB09318; DB09369; DB09371; DB09535; DB11064; DB11219; DB11478; DB11541; DB11619; DB12015; DB12235; DB12253; DB12450; DB12487; DB12672; DB13182; DB13310; DB13472; DB13869; DB13943; DB13944; DB13951; DB13952; DB13953; DB13954; DB13955; DB13956; DB13981; DB14487; DB14533; DB14548; DB14641; DB14969; DB15138; DB15641; DB15690; DB16080; DB19043; DB19125; DB19218; DB19627; DB19895; DB19957; DB20726
129,Gamma-aminobutyric acid receptor subunit rho-1,GABRR1,182911.0,M62400,P24046,GBRR1_HUMAN,8OP9; 8OQ6; 8OQ7; 8OQ8; 8OQA; 8RH4; 8RH7; 8RH8; 8RH9; 8RHG,GABRR1,GABRR1,HGNC:4090,Humans,DB00431; DB00466; DB01567; DB16754
132,Androgen receptor,AR,178628.0,M20132,P10275,ANDR_HUMAN,1E3G; 1GS4; 1T5Z; 1T63; 1T65; 1XJ7; 1XOW; 1XQ3; 1Z95; 2AM9; 2AMA; 2AMB; 2AO6; 2AX6; 2AX7; 2AX8; 2AX9; 2AXA; 2HVC; 2OZ7; 2PIO; 2PIP; 2PIQ; 2PIR; 2PIT; 2PIU; 2PIV; 2PIW; 2PIX; 2PKL; 2PNU; 2Q7I; 2Q7J; 2Q7K; 2Q7L; 2YHD; 2YLO; 2YLP; 2YLQ; 2Z4J; 3B5R; 3B65; 3B66; 3B67; 3B68; 3BTR; 3L3X; 3L3Z; 3RLJ; 3RLL; 3V49; 3V4A; 3ZQT; 4HLW; 4K7A; 4OEA; 4OED; 4OEY; 4OEZ; 4OFR; 4OFU; 4OGH; 4OH5; 4OH6; 4OHA; 4OIL; 4OIU; 4OJ9; 4OJB; 4OK1; 4OKB; 4OKT; 4OKW; 4OKX; 4OLM; 4QL8; 5CJ6; 5JJM; 5T8E; 5T8J; 5V8Q; 5VO4; 7ZTX; 7ZTZ; 7ZU1; 7ZU2; 8E1A; 8FGY; 8FGZ; 8FH0; 8FH1; 8FH2; 8RM6; 8RM7,AR,AR,HGNC:644,Humans,DB00255; DB00367; DB00396; DB00421; DB00499; DB00621; DB00623; DB00624; DB00648; DB00655; DB00665; DB00675; DB00687; DB00717; DB00858; DB00957; DB00984; DB01026; DB01063; DB01128; DB01185; DB01395; DB01406; DB01420; DB01428; DB01481; DB01493; DB01541; DB01564; DB01608; DB01708; DB01852; DB02266; DB02901; DB02932; DB02998; DB04709; DB04839; DB05107; DB05234; DB06133; DB06412; DB06710; DB06713; DB06718; DB06870; DB06973; DB07039; DB07286; DB07352; DB07419; DB07421; DB07422; DB07423; DB07454; DB07717; DB07769; DB07776; DB08035; DB08087; DB08088; DB08089; DB08461; DB08604; DB08804; DB08867; DB08899; DB09086; DB09123; DB09371; DB09389; DB11064; DB11219; DB11425; DB11429; DB11447; DB11619; DB11901; DB12415; DB12461; DB12499; DB12941; DB13111; DB13155; DB13169; DB13934; DB13939; DB13943; DB13944; DB13946; DB13951; DB14583; DB14639; DB15221; DB15488; DB15647; DB16221; DB16244; DB19123; DB21384; DB22370
134,Lutropin-choriogonadotropic hormone receptor,LHCGR,903746.0,M73746,P22888,LSHR_HUMAN,7FIG; 7FIH; 7FII; 7FIJ,LHCGR,LHCGR,HGNC:6585,Humans,DB00014; DB00032; DB00044; DB00097; DB06719; DB09126
144,Retinoic acid receptor gamma,RARG,306887.0,M24857,P13631,RARG_HUMAN,1EXA; 1EXX; 1FCX; 1FCY; 1FCZ; 1FD0; 2LBD; 3LBD; 4LBD; 5M24; 6FX0,RARG,RARG,HGNC:9866,Humans,DB00210; DB00459; DB00523; DB00755; DB00799; DB00926; DB00982; DB02258; DB02466; DB02741; DB03279; DB03466; DB05467; DB05785; DB07031; DB07294; DB12808
145,D(1B) dopamine receptor,DRD5,32049.0,X58454,P21918,DRD5_HUMAN,8IRV,DRD5,DRD5,HGNC:3026,Humans,DB00246; DB00248; DB00334; DB00363; DB00408; DB00477; DB00589; DB00714; DB00800; DB00988; DB01038; DB01186; DB01200; DB01224; DB01235; DB01238; DB01403; DB01624; DB04946; DB05271; DB11160; DB14185
146,Histamine H4 receptor,HRH4,10241847.0,AB044934,Q9H3N8,HRH4_HUMAN,7YFC; 7YFD; 8HN8; 8HOC; 8JXT; 8JXV; 8JXW; 8JXX; 8YN9; 8YNA,HRH4,HRH4,HGNC:17383,Humans,DB00321; DB00363; DB00408; DB00477; DB00543; DB01142; DB01238; DB01620; DB05032; DB05381; DB06148; DB12522; DB15027; DB15220; DB20379
155,Toll-like receptor 7,TLR7,7330281.0,AF240467,Q9NYK1,TLR7_HUMAN,7CYN,TLR7,TLR7,HGNC:15631,Humans,DB00724; DB01611; DB04860; DB05127; DB05475; DB06329; DB06490; DB06530; DB12476; DB12687; DB14868; DB16076; DB16580; DB17589; DB19590
156,Sigma non-opioid intracellular receptor 1,SIGMAR1,1783387.0,U75283,Q99720,SGMR1_HUMAN,5HK1; 5HK2; 6DJZ; 6DK0; 6DK1,SIGMAR1,OPRS1,HGNC:8157,Humans,DB00321; DB00409; DB00502; DB00514; DB00574; DB00652; DB00704; DB00907; DB00956; DB01488; DB01708; DB02383; DB03575; DB05316; DB05422; DB05592; DB06174; DB06618; DB09014; DB11186; DB13810; DB16911; DB19054; DB19466; DB20245; DB20534
165,Vasopressin V1a receptor,AVPR1A,667068.0,L25615,P37288,V1AR_HUMAN,1YTV,AVPR1A,AVPR1A,HGNC:895,Humans,DB00035; DB00067; DB00093; DB00107; DB00872; DB02638; DB05452; DB06212; DB09059; DB12495; DB12643; DB13929; DB14642; DB14823; DB16279; DB16968; DB20573
172,Beta-1 adrenergic receptor,ADRB1,178200.0,J03019,P08588,ADRB1_HUMAN,2LSQ; 7BTS; 7BU6; 7BU7; 7BVQ,ADRB1,ADRB1,HGNC:285,Humans,DB00127; DB00187; DB00195; DB00217; DB00221; DB00243; DB00248; DB00264; DB00335; DB00368; DB00373; DB00397; DB00408; DB00449; DB00489; DB00521; DB00555; DB00571; DB00598; DB00612; DB00668; DB00841; DB00852; DB00866; DB00871; DB00938; DB00960; DB00983; DB01001; DB01064; DB01102; DB01136; DB01151; DB01158; DB01182; DB01193; DB01203; DB01210; DB01214; DB01238; DB01288; DB01291; DB01295; DB01297; DB01359; DB01363; DB01364; DB01407; DB01580; DB01917; DB03566; DB04846; DB04855; DB04861; DB04946; DB06216; DB06262; DB06483; DB06814; DB08347; DB08558; DB08807; DB08808; DB08893; DB09013; DB09068; DB09204; DB09351; DB11124; DB11278; DB11785; DB12212; DB12752; DB12803; DB13781; DB15949
183,B-cell receptor CD22,CD22,36091.0,X59350,P20273,CD22_HUMAN,5VKJ; 5VKM; 5VL3; 7O52,CD22,CD22,HGNC:1643,Humans,DB04958; DB05889; DB12688
203,Gonadotropin-releasing hormone receptor,GNRHR,183422.0,L03380,P30968,GNRHR_HUMAN,7BR3,GNRHR,GNRHR,HGNC:4421,Humans,DB00007; DB00014; DB00050; DB00106; DB00644; DB00666; DB01406; DB05624; DB06494; DB06699; DB06719; DB06785; DB06788; DB06825; DB11619; DB11853; DB11906; DB11979; DB12581; DB12755; DB17083; DB19488; DB20209; DB20382
205,Platelet-derived growth factor receptor beta,PDGFRB,189732.0,J03278,P09619,PGFRB_HUMAN,1GQ5; 1H9O; 1SHA; 2IUI; 2L6W; 2PLD; 2PLE; 3MJG,PDGFRB,PDGFRB,HGNC:8804,Humans,DB00102; DB00398; DB00619; DB01254; DB01268; DB02567; DB05014; DB05146; DB05332; DB06436; DB06589; DB06595; DB07959; DB08009; DB08339; DB08896; DB09079; DB09221; DB09283; DB10770; DB11741; DB11800; DB11845; DB12010; DB12147; DB12978; DB13093; DB14840; DB15822; DB17041
206,Retinoic acid receptor beta,RARB,35883.0,X07282,P10826,RARB_HUMAN,1HRA; 1XAP; 4DM6; 4DM8; 4JYG; 4JYH; 4JYI; 5UAN; 6SSQ,RARB,RARB,HGNC:9865,Humans,DB00210; DB00459; DB00523; DB00755; DB00799; DB00926; DB02877; DB04942; DB05785; DB12808
