ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
1673,Type 3 secretion system pilotin,mxiM,829069,D50601,P0A1X3,SCTG_SHISO,,,,,Shigella sonnei,DB04199
1674,Polyamine aminopropyltransferase,speE,4981177,AE000512,Q9WZC2,SPEE_THEMA,1INL; 1JQ3,,,,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),DB02844
1675,Ribose-phosphate pyrophosphokinase,prs,40218,X16518,P14193,KPRS_BACSU,1DKR; 1DKU; 1IBS,,,,Bacillus subtilis (strain 168),DB02798; DB03148
1676,Nucleoside deoxyribosyltransferase,ntd,,,Q9R5V5,NTD_LACLE,1F8X; 1F8Y; 4HX9,,,,Lactobacillus leichmannii,DB03763
1677,Orotidine 5'-phosphate decarboxylase,pyrF,147475,J02768,P08244,PYRF_ECOLI,1EIX; 1JJK; 1L2U,,,,Escherichia coli (strain K12),DB02890; DB03668
1678,L-arabinose-binding periplasmic protein,araF,40944,X06091,P02924,ARAF_ECOLI,1ABE; 1ABF; 1APB; 1BAP; 2WRZ; 5ABP; 6ABP; 7ABP; 8ABP; 9ABP,,,,Escherichia coli (strain K12),DB03142; DB03246; DB03485; DB04062
9073,3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase,fabG3,,,P9WGT1,HSD_MYCTU,1NFF; 1NFQ; 1NFR,,,,Mycobacterium tuberculosis,DB02854
1680,Leukotriene A-4 hydrolase,LTA4H,976396,U27293,P09960,LKHA4_HUMAN,1GW6; 1H19; 1HS6; 1SQM; 2R59; 2VJ8; 3B7R; 3B7S; 3B7T; 3B7U; 3CHO; 3CHP; 3CHQ; 3CHR; 3CHS; 3FH5; 3FH7; 3FH8; 3FHE; 3FTS; 3FTU; 3FTV; 3FTW; 3FTX; 3FTY; 3FTZ; 3FU0; 3FU3; 3FU5; 3FU6; 3FUD; 3FUE; 3FUF; 3FUH; 3FUI; 3FUJ; 3FUK; 3FUL; 3FUM; 3FUN; 3U9W; 4DPR; 4L2L; 4MKT; 4MS6; 4R7L; 4RSY; 4RVB; 5AEN; 5BPP; 5FWQ; 5N3W; 5NI2; 5NI4; 5NI6; 5NIA; 5NID; 5NIE; 6ENB; 6ENC; 6END; 6O5H; 7AUZ; 7AV0; 7AV1; 7AV2; 7KZE; 7LLQ; 8AVA; 8AWH; 8QOW; 8QPN; 8QQ4; 8RX3; 8RX7; 8RX9; 8TWX,LTA4H,LTA4H,HGNC:6710,Humans,DB01197; DB02062; DB02352; DB03366; DB03424; DB05177; DB06828; DB06851; DB06917; DB07094; DB07099; DB07102; DB07104; DB07196; DB07237; DB07258; DB07259; DB07260; DB07292; DB08040; DB08466; DB11781; DB14511; DB15385
1681,Aspartate-semialdehyde dehydrogenase,asd,1573644,L42023,P44801,DHAS_HAEIN,1NWC; 1NWH; 1NX6; 1OZA; 1PQP; 1PQU; 1PR3; 1PS8; 1PU2; 1Q2X; 1TA4; 1TB4,,,,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),DB03461; DB03502; DB04498
1682,Aquaporin Z,aqpZ,3023170,AF055905,O68874,AQPZ_SHIFL,,,,,Shigella flexneri,DB03152
1683,Fructose-bisphosphate aldolase A,ALDOA,178351,M11560,P04075,ALDOA_HUMAN,1ALD; 2ALD; 4ALD; 5KY6; 6XMH; 6XML; 6XMM; 6XMO,ALDOA,ALDOA,HGNC:414,Humans,DB01593; DB02512; DB04326; DB04733; DB08240; DB11638; DB14487; DB14533; DB14548
1684,Adenosylhomocysteinase,AHCY,178277,M61831,P23526,SAHH_HUMAN,1A7A; 1LI4; 3NJ4; 4PFJ; 4PGF; 4YVF; 5W49; 5W4B,AHCY,AHCY,HGNC:343,Humans,DB03216; DB03273; DB03769; DB09130
1685,Regulatory protein E2,E2,496195,M14119,P04015,VE2_HPV11,1R6K; 1R6N,,,,Human papillomavirus type 11,DB04330
1686,N-acetylglucosamine-6-phosphate deacetylase,nagA,,AF017113,O34450,NAGA_BACSU,2VHL,,,,Bacillus subtilis (strain 168),DB02657
1687,Bis(5'-adenosyl)-triphosphatase,FHIT,1203836,U46922,P49789,FHIT_HUMAN,1FHI; 1FIT; 2FHI; 2FIT; 3FIT; 4FIT; 5FIT; 6FIT; 7P8P,FHIT,FHIT,HGNC:3701,Humans,DB02373; DB04173; DB04389
9074,Diacylglycerol acyltransferase/mycolyltransferase Ag85C,fbpC,,,P9WQN9,A85C_MYCTU,1DQY; 1DQZ; 1VA5; 3HRH; 4MQL; 4MQM; 4QDO; 4QDT; 4QDU; 4QDX; 4QDZ; 4QE3; 4QEK; 5KWI; 5KWJ,,,,Mycobacterium tuberculosis,DB02811; DB08558
9075,Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,rraA,,,P9WGY3,RRAAH_MYCTU,1NXJ,,,,Mycobacterium tuberculosis,DB04343
1690,3-dehydroquinate dehydratase,aroD,49241190,BX571856,Q6GII7,AROD_STAAR,1SFJ; 1SFL,,,,Staphylococcus aureus (strain MRSA252),DB04347
1691,3-dehydroquinate synthase,aroB,49241783,BX571856,Q6GGU4,AROB_STAAR,1XAG; 1XAH; 1XAI; 1XAJ; 1XAL,,,,Staphylococcus aureus (strain MRSA252),DB02592
1692,Aminomethyltransferase,gcvT,4980708,AE000512,Q9WY54,GCST_THEMA,1WOO; 1WOP; 1WOR; 1WOS,,,,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),DB03256; DB03760
1693,Molybdenum cofactor guanylyltransferase,mobA,304962,L19201,P32173,MOBA_ECOLI,1E5K; 1FR9; 1FRW; 1H4C; 1H4D; 1H4E; 1HJJ; 1HJL,,,,Escherichia coli (strain K12),DB04137
1694,Plasmepsin II,PMII,858754,L10740,P46925,PLM2_PLAFX,1J8J; 1LEE; 1LF2; 1LF3; 1LF4; 1M43; 1ME6; 1PFZ; 1SME; 1W6H; 1W6I; 1XDH; 1XE5; 1XE6; 2BJU; 2BL3; 2IGX; 2IGY; 2R9B; 3F9Q; 4CKU,,,,Plasmodium falciparum,DB01218; DB02505; DB03063; DB04373; DB04378; DB11638; DB16961; DB21282
1695,Nicotinate-nucleotide adenylyltransferase,nadD,1303791,D84432,P54455,NADD_BACSU,1KAM; 1KAQ,,,,Bacillus subtilis (strain 168),DB04099
1696,Lipase 1,LIP1,1325987,X64703,P20261,LIP1_DIURU,1CRL; 1LPM; 1LPN; 1LPO; 1LPP; 1LPS; 1TRH; 3RAR,,,,Yeast,DB02776
1698,Maltodextrin phosphorylase,malP,41964,X06791,P00490,PHSM_ECOLI,1AHP; 1E4O; 1L5V; 1L5W; 1L6I; 1QM5; 2ASV; 2AV6; 2AW3; 2AZD; 2ECP,,,,Escherichia coli (strain K12),DB02379; DB02843; DB03323
1699,3-isopropylmalate dehydrogenase,leuB,414355,D14585,Q56268,LEU3_ACIFR,1A05,,,,Thiobacillus ferrooxidans,DB04279
1701,Complement factor B,CFB,297569,X72875,P00751,CFAB_HUMAN,1DLE; 1Q0P; 1RRK; 1RS0; 1RTK; 2OK5; 2WIN; 2XWB; 2XWJ; 3HRZ; 3HS0; 6QSW; 6QSX; 6RAV; 6RUR; 6RUV; 6T8U; 6T8V; 6T8W; 7JTN; 7JTQ; 7NOZ; 8ENU; 8EOK; 8UIN,CFB,CFB,HGNC:1037,Humans,DB01593; DB02459; DB04491; DB06503; DB14487; DB16200
1702,Tyrosine phenol-lyase,tpl,216675,D00918,P31012,TPL_CITIN,,,,,Escherichia intermedia,DB03897
1703,Glucose-1-phosphatase,agp,145218,M33807,P19926,AGP_ECOLI,1NT4,,,,Escherichia coli (strain K12),DB02843
1704,Flavohemoprotein,hmp,460999,X74334,P39662,HMP_CUPNH,1CQX; 3OZU; 3OZV; 3OZW,,,,Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337),DB03147; DB03979
1705,M-phase inducer phosphatase 2,CDC25B,180173,M81934,P30305,MPIP2_HUMAN,1CWR; 1CWS; 1CWT; 1QB0; 1YM9; 1YMD; 1YMK; 1YML; 1YS0; 2A2K; 2IFD; 2IFV; 2UZQ; 3FQT; 3FQU; 4WH7; 4WH9,CDC25B,CDC25B,HGNC:1726,Humans,DB01915; DB03345; DB03661
1706,Bifunctional (p)ppGpp synthase/hydrolase RelA,relA,407881,X72832,Q54089,RELA_STREQ,1VJ7,,,,Streptococcus dysgalactiae subsp. equisimilis,DB02836; DB04315
1707,"CDP-glucose 4,6-dehydratase",rfbG,47895,X56793,P26397,RFBG_SALTY,1WVG,,,,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),DB02059; DB03069
1709,Deoxycytidylate deaminase,CD,215838,J05172,P16006,DCTD_BPT4,1VQ2,,,,Enterobacteria phage T4,DB04280
1710,Ras-related protein Rab-9A,RAB9A,1174147,U44103,P51151,RAB9A_HUMAN,1WMS; 7E1T,RAB9A,RAB9,HGNC:9792,Humans,DB03793; DB04315
1712,Carminomycin 4-O-methyltransferase DnrK,dnrK,295169,L13453,Q06528,DNRK_STRPE,1TW2; 1TW3; 4WXH,,,,Streptomyces peucetius,DB01752; DB03199
1713,Type IV major pilin protein PilE1,pilE1,150288,K02078,P02974,FMM1_NEIGO,1AY2; 2HI2; 2HIL; 2PIL,,,,Neisseria gonorrhoeae,DB04079; DB04522; DB06838
1714,3-deoxy-manno-octulosonate cytidylyltransferase,kdsB,1573006,L42023,P44490,KDSB_HAEIN,1VH3; 1VIC; 3DUV,,,,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),DB04482
1715,D-hydantoinase,,688288,S73773,Q45515,HYDA_GEOSE,1K1D,,,,Geobacillus stearothermophilus,DB03801
1716,Spermidine/spermine N(1)-acetyltransferase,paiA,143284,M36471,P21340,PAIA_BACSU,1TIQ,,,,Bacillus subtilis (strain 168),DB01992; DB04447
1717,Poly [ADP-ribose] polymerase 1,PARP1,1017423,X16674,P09874,PARP1_HUMAN,1UK0; 1UK1; 1WOK; 2COK; 2CR9; 2CS2; 2DMJ; 2JVN; 2L30; 2L31; 2N8A; 2RCW; 2RD6; 2RIQ; 3GJW; 3GN7; 3L3L; 3L3M; 3OD8; 3ODA; 3ODC; 3ODE; 4AV1; 4DQY; 4GV7; 4HHY; 4HHZ; 4L6S; 4OPX; 4OQA; 4OQB; 4PJT; 4R5W; 4R6E; 4RV6; 4UND; 4UXB; 4XHU; 4ZZZ; 5A00; 5DS3; 5HA9; 5KPN; 5KPO; 5KPP; 5KPQ; 5WRQ; 5WRY; 5WRZ; 5WS0; 5WS1; 5WTC; 5XSR; 5XST; 5XSU; 6BHV; 6GHK; 6M3I; 6NRF; 6NRG; 6NRH; 6NRI; 6NRJ; 6NTU; 6VKK; 6VKO; 6VKQ; 6XVW; 7AAA; 7AAB; 7AAC; 7AAD; 7CMW; 7KK2; 7KK3; 7KK4; 7KK5; 7KK6; 7ONR; 7ONS; 7ONT; 7S68; 7S6H; 7S6M; 7S81; 7SCY; 7SCZ; 8FYY; 8FYZ; 8FZ1; 8G0H; 8HE7; 8HLR; 8JNZ; 8U4W; 9BPY; 9CKC; 9DMC; 9ETQ; 9ETR,PARP1,PARP1,HGNC:270,Humans,DB00242; DB00277; DB00928; DB01593; DB02498; DB02597; DB02669; DB02690; DB02701; DB03072; DB03073; DB03509; DB03722; DB04010; DB06397; DB07096; DB07232; DB07330; DB07677; DB07787; DB08058; DB08348; DB09074; DB11760; DB11793; DB12332; DB13877; DB14487; DB14533; DB14548; DB15637; DB16063; DB18982
1718,Nitrite reductase,nirS,45358,X16452,P24474,NIRS_PSEAE,1BL9; 1GJQ; 1HZU; 1HZV; 1N15; 1N50; 1N90; 1NIR; 1NNO,,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB03317; DB03469
1719,Tryptophan synthase alpha chain,trpA,155133,M32108,P16608,TRPA_THET2,1UJP; 1WXJ,,,,Thermus thermophilus (strain HB27 / ATCC BAA-163 / DSM 7039),DB03171
1720,UDP-galactopyranose mutase,glf,510253,U03041,P37747,GLF_ECOLI,1I8T,,,,Escherichia coli (strain K12),DB03147
1721,Phospho-2-dehydro-3-deoxyheptonate aldolase,aroF,4980844,AE000512,Q9WYH8,AROF_THEMA,1RZM; 1VR6; 3PG8; 3PG9; 4GRS,,,,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),DB01819; DB03937
1722,"5,6,7,8-tetrahydromethanopterin hydro-lyase",fae,11193064,AF032114,Q9FA38,FAE_METEA,1Y5Y; 1Y60,,,,Methylobacterium extorquens (strain ATCC 14718 / DSM 1338 / AM1),DB03481
9076,Mycobacterial beta-ketoacyl-[acyl-carrier-protein] synthase III,fabH,,,P9WNG3,FABH_MYCTU,1HZP; 1M1M; 1U6E; 1U6S; 2AHB; 2AJ9; 2QNX; 2QNY; 2QNZ; 2QO0; 2QO1; 2QX1,,,,Mycobacterium tuberculosis,DB03017; DB03264; DB07611; DB07650; DB08171; DB08684; DB08712
1724,Hemagglutinin-neuraminidase,HN,332715,M18764,P12564,HN_PI3HV,,,,,HPIV-3,DB03991; DB04265
1725,D-hydantoinase,hyuA,17224959,AF320814,Q8VTT5,HYDA_RALPI,1NFG,,,,Ralstonia pickettii,DB03801
1726,Ribosome-recycling factor,frr,24050375,AE005674,P0A808,RRF_SHIFL,,,,,Shigella flexneri,DB04082
1727,Cytochrome c'',cycA,6478241,AF119838,Q9RQB9,CYCA_METME,1E8E; 1GU2; 1OAE,,,,Methylophilus methylotrophus,DB03317
1728,Quinoprotein glucose dehydrogenase B,gdhB,38708,X15871,P13650,DHGB_ACICA,1C9U; 1CQ1; 1CRU; 1QBI,,,,Acinetobacter calcoaceticus,DB02379; DB03205; DB04361
1729,Genome polyprotein,,221651,D00944,P26660,POLG_HCVJ6,1YUY; 1YV2; 1YVX; 1YVZ; 2XWH; 4ADP,,,,,DB03388; DB03647
1730,Lanosterol 14-alpha demethylase CYP51,ERG11,1550642,BX842574,P10614,CP51_YEAST,4LXJ,,,,Mycobacterium tuberculosis,DB06890; DB07560; DB07568; DB07569; DB07572; DB07635
1731,Biotin synthase,bioB,145425,J04423,P12996,BIOB_ECOLI,1R30,,,,Escherichia coli (strain K12),DB03775
1732,Gag-Pol polyprotein,gag-pol,,X05291,P04584,POL_HV2RO,1E0E; 1HII; 1HSH; 1HSI; 1IDA; 1IDB; 1IVP; 1IVQ; 1JLD; 1MU2; 1PHV; 2HPE; 2HPF; 2K4E; 2K4H; 2K4I; 2MIP; 2PHV; 3EBZ; 3EC0; 3ECG; 3F9K; 3UPJ; 4UPJ; 5UPJ; 6UPJ,,,,HIV-2,DB02428; DB04490; DB07581; DB07634; DB08231; DB08274; DB08286; DB08421; DB08474; DB08663; DB08664; DB08686
1733,Beta-lactamase OXA-1,OXA-1,152064,J02967,P13661,BLO1_ECOLX,1M6K; 3ISG; 4MLL,,,,Escherichia coli,DB03801
1734,Alpha-amylase,,142429,J01542,P00692,AMY_BACAM,1E3X; 1E3Z; 1E40; 1E43; 3BH4,,,,Bacillus amyloliquefaciens,DB02379; DB03773
1735,Elongation factor Tu-B,tufB,312960,X61957,P60339,EFTU2_THET8,2C77; 2P8W; 2P8X; 2P8Z; 3DWU; 4V5L; 4V68,,,,Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),DB04124; DB04315
1736,Hyaluronate lyase,hylB,595847,U15050,Q53591,HYSA_STRA3,1F1S; 1I8Q; 1LXM,,,,Streptococcus agalactiae serotype III (strain NEM316),DB04548
1738,Glutamate--cysteine ligase,gshA,581100,X03954,P0A6W9,GSH1_ECOLI,1V4G; 1VA6; 2D32; 2D33,,,,Escherichia coli (strain K12),DB04464
1739,Serine protease 1,PRSS1,521216,M22612,P07477,TRY1_HUMAN,1FXY; 1TRN; 2RA3; 4WWY; 4WXV; 7QE8; 7QE9; 8H3S,PRSS1,PRSS1,HGNC:9475,Humans,DB00188; DB01665; DB01705; DB01725; DB01737; DB01741; DB01745; DB01767; DB01771; DB01805; DB01836; DB01876; DB01905; DB01939; DB02045; DB02063; DB02081; DB02084; DB02112; DB02269; DB02287; DB02288; DB02354; DB02366; DB02435; DB02463; DB02464; DB02526; DB02665; DB02744; DB02812; DB02875; DB02989; DB03016; DB03081; DB03127; DB03136; DB03159; DB03173; DB03213; DB03243; DB03251; DB03337; DB03373; DB03374; DB03417; DB03443; DB03555; DB03595; DB03608; DB03643; DB03865; DB03876; DB03976; DB04008; DB04107; DB04125; DB04215; DB04238; DB04246; DB04269; DB04301; DB04311; DB04325; DB04336; DB04391; DB04410; DB04424; DB04432; DB04442; DB04446; DB04470; DB04563; DB04654; DB04790; DB04791; DB04792; DB04793; DB05481; DB06692; DB06840; DB06845; DB06850; DB06853; DB06855; DB06858; DB06918; DB06923; DB07088; DB07091; DB07095; DB07131; DB07229; DB07368; DB07491; DB07985; DB08184; DB08254; DB08420; DB08763; DB12038; DB12598; DB13616; DB13729; DB19749
1740,"dTDP-glucose 4,6-dehydratase",rfbB,581654,X56793,P26391,RMLB_SALTY,1G1A; 1KEU; 1KEW,,,,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),DB03751
1741,Formate acetyltransferase 1,pflB,42370,X08035,P09373,PFLB_ECOLI,1CM5; 1H16; 1H17; 1H18; 1MZO; 1QHM; 2PFL; 3PFL,,,,Escherichia coli (strain K12),DB01992; DB03278; DB03940
9077,2-isopropylmalate synthase,leuA,,,P9WQB3,LEU1_MYCTU,1SR9; 3FIG; 3HPS; 3HPX; 3HPZ; 3HQ1; 3U6W,,,,Mycobacterium tuberculosis,DB04074
1743,3-dehydroquinate dehydratase,aroQ,2314182,AE000511,Q48255,AROQ_HELPY,1J2Y; 2C4V; 2C4W; 2C57; 2WKS; 2XB9; 2XD9; 2XDA; 4B6R; 4B6S,,,,Helicobacter pylori (strain ATCC 700392 / 26695),DB03868; DB04698
1744,3-methyl-2-oxobutanoate hydroxymethyltransferase,panB,304927,L17086,P31057,PANB_ECOLI,1M3U,,,,Escherichia coli (strain K12),DB03795
1745,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM,187433,M91432,P11310,ACADM_HUMAN,1EGC; 1EGD; 1EGE; 1T9G; 2A1T; 4P13; 8SGP,ACADM,ACADM,HGNC:89,Humans,DB02910; DB03147; DB03415
1746,Soluble calcium-activated nucleotidase 1,CANT1,22218108,AF328554,Q8WVQ1,CANT1_HUMAN,1S18; 1S1D; 2H2N; 2H2U,CANT1,CANT1,HGNC:19721,Humans,DB03486
1748,Bifunctional enzyme IspD/IspF,ispDF,112360903,AL111168,Q9PM68,ISPDF_CAMJE,1W55; 1W57,,,,Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168),DB02552; DB03403
1749,High-molecular-weight cytochrome c,hmcA,145081,M63807,P24092,HMWC_NITV2,1GWS; 1H29; 2CVC,,,,Desulfovibrio vulgaris (strain Hildenborough / ATCC 29579 / NCIMB 8303),DB03317
9078,Malate synthase G,glcB,,,P9WK17,MASZ_MYCTU,2GQ3; 3S9I; 3S9Z; 3SAD; 3SAZ; 3SB0; 5C7V; 5C9R; 5C9U; 5C9W; 5C9X; 5CAH; 5CAK; 5CBB; 5CBI; 5CBJ; 5CC3; 5CC5; 5CC6; 5CC7; 5CCZ; 5CEW; 5CJM; 5CJN; 5DRC; 5DRI; 5DX7; 5E9X; 5ECV; 5H8M; 5H8P; 5H8U; 5T8G,,,,Mycobacterium tuberculosis,DB01992; DB03499; DB04343
1751,Histidinol dehydrogenase,hisD,41709,X13462,P06988,HISX_ECOLI,1K75; 1KAE; 1KAH; 1KAR,,,,Escherichia coli (strain K12),DB03366; DB03811; DB04447
1752,Glucosamine-6-phosphate deaminase 1,nagB,2618855,AF017113,O35000,NAGB_BACSU,2BKV; 2BKX,,,,Bacillus subtilis (strain 168),DB02726; DB04277
1753,Serine hydroxymethyltransferase,glyA,56381746,BA000043,Q5KUI2,GLYA_GEOKA,,,,,Geobacillus kaustophilus (strain HTA426),DB03256
1755,Beta-lactamase Toho-1,bla,1037162,D37830,Q47066,BLT1_ECOLX,1BZA; 1IYO; 1IYP; 1IYQ; 1IYS; 1WE4; 2WYX; 2XQZ; 2XR0; 2ZQ7; 2ZQ8; 2ZQ9; 2ZQA; 2ZQC; 2ZQD; 4BD0; 4BD1; 4C3Q; 4X69,,,,Escherichia coli,DB00156; DB00355; DB00438; DB00578; DB00713; DB03450; DB08375
1756,GDP-mannose mannosyl hydrolase,gmm,,U38473,P32056,GMM_ECOLI,1RYA; 2GT2; 2GT4,,,,Escherichia coli (strain K12),DB04315
1757,Phosphopantetheine adenylyltransferase,coaD,24054145,AE005674,P0A6I8,COAD_SHIFL,,,,,Shigella flexneri,DB01992; DB03170; DB03912
1758,Porphobilinogen deaminase,hemC,41664,X04242,P06983,HEM3_ECOLI,1AH5; 1GTK; 1PDA; 1YPN; 2YPN,,,,Escherichia coli (strain K12),DB04517
1759,3-phosphoshikimate 1-carboxyvinyltransferase,aroA,5616525,AF169483,Q9S400,AROA_STRPN,1RF4; 1RF5; 1RF6,,,,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB04328; DB04539
1760,Thiosulfate sulfurtransferase GlpE,glpE,24053900,AE005674,P0A6V7,GLPE_SHIFL,,,,,Shigella flexneri,DB02761
9079,Isocitrate lyase,icl,,,P9WKK7,ACEA_MYCTU,1F61; 1F8I; 1F8M; 5DQL,,,,Mycobacterium tuberculosis,DB04343
1762,Cyclomaltodextrin glucanotransferase,amyA,1004352,M57692,P26827,CDGT_THETU,1A47; 1CIU; 3BMV; 3BMW,,,,Thermoanaerobacter thermosulfurogenes,DB02379; DB03773
1763,Inducible ornithine decarboxylase,odcI,555803,U11816,P43099,DCOR_LACS3,1C4K; 1ORD,,,,Lactobacillus sp. (strain 30a),DB04137
1764,"Enoyl-CoA delta isomerase 1, mitochondrial",ECI1,472987,Z25820,P42126,ECI1_HUMAN,1SG4,ECI1,DCI,HGNC:2703,Humans,DB02910; DB03127
1766,Intracellular exo-alpha-(1->5)-L-arabinofuranosidase,abfA,16767843,AF159625,Q9XBQ3,IABF_GEOSE,1PZ2; 1PZ3; 1QW8; 1QW9,,,,Geobacillus stearothermophilus,DB03196; DB03870
1767,"6,7-dimethyl-8-ribityllumazine synthase",ribH,410128,L09228,P11998,RISB_BACSU,1RVV; 1ZIS,,,,Bacillus subtilis (strain 168),DB04162
1768,NH(3)-dependent NAD(+) synthetase,nadE,2313426,AE000511,O25096,NADE_HELPY,1XNG; 1XNH,,,,Helicobacter pylori (strain ATCC 700392 / 26695),DB04099
1769,3-dehydroquinate dehydratase,aroQ,2558614,AJ001493,P15474,AROQ_STRCO,1D0I; 1GTZ; 1GU0; 1GU1; 1V1J; 2BT4; 2CJF,,,,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),DB02786; DB02801; DB04347; DB04656; DB08485
1770,Cytochrome c4,cc4,516878,U05988,Q52369,CYC4_STUST,1ETP; 1M6Z; 1M70,,,,Pseudomonas stutzeri,DB03317
1771,Glutamate mutase sigma subunit,glmS,49240,X70499,Q05488,GMSS_CLOTT,1BE1; 1FMF; 1ID8,,,,Clostridium tetanomorphum,DB02576
1772,Shiga-like toxin 1 subunit B,stxB,736314,X07903,P69178,STXB_BPH30,1D1K; 2C5C,,,,Bacteriophage H30,DB02379; DB02856; DB03919; DB08501
1774,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,fabI,2313282,AE000511,O24990,FABI_HELPY,2PD3; 2PD4,,,,Helicobacter pylori (strain ATCC 700392 / 26695),DB04393; DB08604
1775,L-hydantoinase,lhyD,,,P81006,HYDL_PAEAU,1GKR,,,,Arthrobacter aurescens,DB03801
1776,Death-associated protein kinase 1,DAPK1,2094873,X76104,P53355,DAPK1_HUMAN,1IG1; 1JKK; 1JKL; 1JKS; 1JKT; 1P4F; 1WVW; 1WVX; 1WVY; 1YR5; 2W4J; 2W4K; 2X0G; 2XUU; 2XZS; 2Y0A; 2Y4P; 2Y4V; 2YAK; 3DFC; 3DGK; 3EH9; 3EHA; 3F5G; 3F5U; 3GU4; 3GU5; 3GU6; 3GU7; 3GU8; 3GUB; 3ZXT; 4B4L; 4PF4; 4TL0; 4TXC; 4UV0; 4YO4; 4YPD; 5AUT; 5AUU; 5AUV; 5AUW; 5AUX; 5AUY; 5AUZ; 5AV0; 5AV1; 5AV2; 5AV3; 5AV4; 6AAR; 6FHA; 6FHB; 6GY5; 6IN4; 6QMO; 6QN4; 7CCU; 7CCV; 7CCW; 8IE5; 8IE6; 8IE7; 8IE8; 8ODZ; 8OE0; 8OE4; 8PB1; 9DUB; 9DUE; 9INV; 9INW; 9INX; 9MIU,DAPK1,DAPK1,HGNC:2674,Humans,DB04069; DB04395; DB07444; DB12010
1777,Bile acid receptor,NR1H4,1546084,U68233,Q96RI1,NR1H4_HUMAN,1OSH; 3BEJ; 3DCT; 3DCU; 3FLI; 3FXV; 3GD2; 3HC5; 3HC6; 3L1B; 3OKH; 3OKI; 3OLF; 3OMK; 3OMM; 3OOF; 3OOK; 3P88; 3P89; 3RUT; 3RUU; 3RVF; 4OIV; 4QE8; 4WVD; 5IAW; 5ICK; 5Q0I; 5Q0J; 5Q0K; 5Q0L; 5Q0M; 5Q0N; 5Q0O; 5Q0P; 5Q0Q; 5Q0R; 5Q0S; 5Q0T; 5Q0U; 5Q0V; 5Q0W; 5Q0X; 5Q0Y; 5Q0Z; 5Q10; 5Q11; 5Q12; 5Q13; 5Q14; 5Q15; 5Q16; 5Q17; 5Q18; 5Q19; 5Q1A; 5Q1B; 5Q1C; 5Q1D; 5Q1E; 5Q1F; 5Q1G; 5Q1H; 5Q1I; 5WZX; 5Y1J; 5Y44; 5Y49; 5YXB; 5YXD; 5YXJ; 5YXL; 5Z12; 6A5W; 6A5X; 6A5Y; 6A5Z; 6A60; 6HL0; 6HL1; 6ITM; 7D42; 7TRB; 7VUE; 8HBM; 8HD3,NR1H4,NR1H4,HGNC:7967,Humans,DB00132; DB01586; DB02509; DB02545; DB02659; DB03619; DB04348; DB04557; DB05990; DB06777; DB08220; DB11605; DB12276; DB12719; DB13808; DB15168; DB15416; DB16045; DB16255; DB16343; DB18782
1778,Beta-lactamase OXA-2,bla,154222,M25261,P0A1V8,BLO2_SALTM,1K38,,,,Salmonella typhimurium,DB01942; DB03801
1780,Methylmalonyl-CoA carboxyltransferase 12S subunit,,150933,L04196,Q8GBW6,12S_PROFR,1ON3; 1ON9,,,,Propionibacterium freudenreichii subsp. shermanii,DB04045; DB04183
1781,Gag-Pol polyprotein,gag-pol,61731,Y00277,P05896,POL_SIVM1,1AZ5; 1C6V; 1SIV; 1TCW; 1YTI; 1YTJ,,,,SIV-mac,DB04191
1782,Ribonucleoside-diphosphate reductase 2 subunit alpha,nrdE,1050838,X73226,Q08698,RIR3_SALTY,1PEM; 1PEO; 1PEQ; 1PEU; 2BQ1,,,,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),DB02452; DB03222; DB03258
1783,L-fucose isomerase,fucI,24053217,AE005674,P69923,FUCI_SHIFL,,,,,Shigella flexneri,DB03815
1784,"2-oxopropyl-CoM reductase, carboxylating",xecC,929914,X79863,Q56839,XECC_XANP2,1MO9; 1MOK; 2C3C; 2C3D; 3Q6J,,,,Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2),DB03147; DB03163
1786,Catalase,katA,19571548,AJ438208,P29422,CATA_MICLU,1GWE; 1GWF; 1GWH; 1HBZ,,,,Micrococcus luteus,DB02235; DB09093
